path	line	class	classification
frontend/src/lib/update.test.js	154	F	upstream site or repository URL
frontend/src/lib/update.test.js	158	F	upstream site or repository URL
frontend/src/lib/update.test.js	158	F	upstream site or repository URL
frontend/src/lib/update.test.js	162	F	upstream site or repository URL
frontend/src/lib/update.test.js	162	F	upstream site or repository URL
frontend/src/lib/update.test.js	166	F	upstream site or repository URL
frontend/src/lib/update.test.js	166	F	upstream site or repository URL
frontend/src/lib/update.test.js	173	F	upstream site or repository URL
frontend/src/lib/update.test.js	174	F	upstream site or repository URL
frontend/src/lib/update.test.js	179	C	compatibility identifier, code comment or fixture
frontend/src/lib/update.test.js	180	C	compatibility identifier, code comment or fixture
frontend/src/lib/update.test.js	180	C	compatibility identifier, code comment or fixture
frontend/src/lib/update.test.js	181	C	compatibility identifier, code comment or fixture
frontend/src/lib/update.test.js	181	C	compatibility identifier, code comment or fixture
frontend/src/lib/update.test.js	186	C	compatibility identifier, code comment or fixture
frontend/src/lib/update.test.js	187	C	compatibility identifier, code comment or fixture
frontend/src/lib/update.test.js	187	C	compatibility identifier, code comment or fixture
frontend/src/lib/update.test.js	188	C	compatibility identifier, code comment or fixture
frontend/src/lib/update.test.js	188	C	compatibility identifier, code comment or fixture
frontend/src/lib/update.test.js	200	C	compatibility identifier, code comment or fixture
frontend/src/lib/update.test.js	200	C	compatibility identifier, code comment or fixture
frontend/src/lib/update.test.js	201	C	compatibility identifier, code comment or fixture
frontend/src/lib/update.test.js	201	C	compatibility identifier, code comment or fixture
frontend/src/lib/update.test.js	207	C	compatibility identifier, code comment or fixture
frontend/src/lib/update.test.js	207	C	compatibility identifier, code comment or fixture
frontend/src/locales/de.js	1243	E	legacy translated release/download string
frontend/src/locales/de.js	1243	E	legacy translated release/download string
frontend/src/locales/es.js	1223	E	legacy translated release/download string
frontend/src/locales/es.js	1223	E	legacy translated release/download string
frontend/src/locales/fr.js	1223	E	legacy translated release/download string
frontend/src/locales/fr.js	1223	E	legacy translated release/download string
frontend/src/locales/hi.js	1223	E	legacy translated release/download string
frontend/src/locales/hi.js	1223	E	legacy translated release/download string
frontend/src/locales/hu.js	1226	E	legacy translated release/download string
frontend/src/locales/hu.js	1226	E	legacy translated release/download string
frontend/src/locales/it.js	1223	E	legacy translated release/download string
frontend/src/locales/it.js	1223	E	legacy translated release/download string
frontend/src/locales/ko.js	1223	E	legacy translated release/download string
frontend/src/locales/ko.js	1223	E	legacy translated release/download string
frontend/src/locales/pl.js	1223	E	legacy translated release/download string
frontend/src/locales/pl.js	1223	E	legacy translated release/download string
frontend/src/locales/pt.js	1223	E	legacy translated release/download string
frontend/src/locales/pt.js	1223	E	legacy translated release/download string
frontend/src/locales/ru.js	1223	E	legacy translated release/download string
frontend/src/locales/ru.js	1223	E	legacy translated release/download string
frontend/src/locales/th.js	1234	E	legacy translated release/download string
frontend/src/locales/th.js	1234	E	legacy translated release/download string
frontend/src/locales/tr.js	1223	E	legacy translated release/download string
frontend/src/locales/tr.js	1223	E	legacy translated release/download string
frontend/src/locales/zh.js	1223	E	legacy translated release/download string
frontend/src/locales/zh.js	1223	E	legacy translated release/download string
frontend/src/sheets.jsx	1520	E	visible filename, debug label or print job
frontend/src/sheets.plan-import-toast.test.jsx	27	C	compatibility identifier, code comment or fixture
frontend/src/views/Admin.jsx	50	C	compatibility identifier, code comment or fixture
frontend/src/views/CoachChat.test.jsx	57	C	compatibility identifier, code comment or fixture
frontend/src/views/Settings.jsx	118	F	explicit upstream updater or download
frontend/src/views/Settings.jsx	124	E	visible filename, debug label or print job
frontend/src/views/Settings.jsx	421	F	explicit upstream updater or download
frontend/src/views/Settings.jsx	426	F	explicit upstream updater or download
frontend/src/views/Settings.jsx	427	F	explicit upstream updater or download
frontend/src/views/Settings.update.test.jsx	26	C	compatibility identifier, code comment or fixture
frontend/src/views/Settings.update.test.jsx	89	F	explicit upstream updater or download
frontend/vite.config.js	22	C	compatibility identifier, code comment or fixture
frontend/vite.config.js	38	C	compatibility identifier, code comment or fixture
mcp/README.md	1	C	compatibility identifier, code comment or fixture
mcp/README.md	10	C	compatibility identifier, code comment or fixture
mcp/README.md	20	C	compatibility identifier, code comment or fixture
mcp/README.md	20	C	compatibility identifier, code comment or fixture
mcp/README.md	41	C	compatibility identifier, code comment or fixture
mcp/README.md	41	C	compatibility identifier, code comment or fixture
mcp/README.md	52	C	compatibility identifier, code comment or fixture
mcp/README.md	56	C	compatibility identifier, code comment or fixture
mcp/README.md	57	C	compatibility identifier, code comment or fixture
mcp/README.md	146	C	compatibility identifier, code comment or fixture
mcp/package-lock.json	2	C	compatibility identifier, code comment or fixture
mcp/package-lock.json	8	C	compatibility identifier, code comment or fixture
mcp/package-lock.json	16	C	compatibility identifier, code comment or fixture
mcp/package.json	2	C	compatibility identifier, code comment or fixture
mcp/package.json	6	C	compatibility identifier, code comment or fixture
mcp/package.json	10	C	compatibility identifier, code comment or fixture
mcp/src/index.js	2	C	compatibility identifier, code comment or fixture
mcp/src/index.js	11	C	compatibility identifier, code comment or fixture
mcp/src/index.js	15	C	compatibility identifier, code comment or fixture
mcp/src/index.js	21	C	compatibility identifier, code comment or fixture
mcp/src/index.js	23	C	compatibility identifier, code comment or fixture
mcp/src/state.js	1	C	compatibility identifier, code comment or fixture
mcp/src/state.js	7	C	compatibility identifier, code comment or fixture
mcp/src/state.js	26	C	compatibility identifier, code comment or fixture
mcp/src/state.js	28	C	compatibility identifier, code comment or fixture
mcp/src/state.js	30	C	compatibility identifier, code comment or fixture
mcp/src/state.js	32	C	compatibility identifier, code comment or fixture
mcp/src/state.js	42	C	compatibility identifier, code comment or fixture
mcp/src/state.js	46	C	compatibility identifier, code comment or fixture
mcp/src/state.js	46	C	compatibility identifier, code comment or fixture
mcp/src/state.js	51	C	compatibility identifier, code comment or fixture
mcp/src/state.js	51	C	compatibility identifier, code comment or fixture
mcp/src/state.js	59	C	compatibility identifier, code comment or fixture
mcp/src/tools.js	86	C	compatibility identifier, code comment or fixture
mcp/src/tools.js	159	C	compatibility identifier, code comment or fixture
mcp/src/tools.js	574	C	compatibility identifier, code comment or fixture
renovate.json	5	C	dependency automation identifier
scripts/build-api-docs.mjs	461	C	technical script or inherited source pointer
scripts/build-api-docs.mjs	467	C	technical script or inherited source pointer
scripts/build-api-docs.mjs	468	C	technical script or inherited source pointer
scripts/build-api-docs.mjs	472	C	technical script or inherited source pointer
scripts/build-api-docs.mjs	473	C	technical script or inherited source pointer
scripts/build-api-docs.mjs	474	F	upstream site or repository URL
scripts/build-api-docs.mjs	477	C	technical script or inherited source pointer
scripts/build-api-docs.mjs	478	F	upstream site or repository URL
scripts/build-api-docs.mjs	480	C	technical script or inherited source pointer
scripts/build-api-docs.mjs	482	C	technical script or inherited source pointer
scripts/build-api-docs.mjs	483	F	upstream site or repository URL
scripts/build-api-docs.mjs	484	F	upstream site or repository URL
scripts/build-api-docs.mjs	490	C	technical script or inherited source pointer
scripts/build-api-docs.mjs	500	C	technical script or inherited source pointer
scripts/build-api-docs.mjs	509	F	upstream site or repository URL
scripts/build-api-docs.mjs	530	F	upstream site or repository URL
scripts/build-api-docs.mjs	562	C	technical script or inherited source pointer
scripts/build-api-docs.mjs	565	F	upstream site or repository URL
scripts/build-api-docs.mjs	574	C	technical script or inherited source pointer
scripts/build-api-docs.mjs	607	F	upstream site or repository URL
scripts/build-api-docs.mjs	611	F	upstream site or repository URL
scripts/build-api-docs.mjs	612	F	upstream site or repository URL
scripts/build-hevy-id-map.mjs	4	C	technical script or inherited source pointer
scripts/build-hevy-id-map.mjs	234	C	technical script or inherited source pointer
scripts/fetch-media.sh	6	C	technical script or inherited source pointer
scripts/fetch-media.sh	15	C	technical script or inherited source pointer
scripts/fetch-media.sh	15	C	technical script or inherited source pointer
scripts/translate-pt-br-stage.mjs	95	C	technical script or inherited source pointer
web/Dockerfile	33	C	compatibility identifier, code comment or fixture
web/Dockerfile	35	F	upstream site or repository URL
web/Dockerfile	36	F	upstream site or repository URL
web/Dockerfile	37	F	upstream site or repository URL
web/nginx.conf.template	1	C	compatibility identifier, code comment or fixture
web/nginx.conf.template	63	C	compatibility identifier, code comment or fixture
website/about.html	2	B	attributed upstream explanation or audit
website/about.html	4	F	upstream site or repository URL
website/about.html	4	F	upstream site or repository URL
website/index.html	24	F	upstream site or repository URL
website/index.html	24	F	upstream site or repository URL
website/llms.txt	3	B	attributed upstream explanation or audit
